"","track_id","artist_name","title","loudness","tempo","time_signature","key","mode","duration","song_hotttnesss","year","decade"
"4765","TRAIAQY128F4291ECC","Earl Hooker","Love Ain't A Play Thing",-14.476,94.1,3,2,1,298.91873,0.334706549,1968,1965
"4766","TRAIARL12903CEE20A","MichÃ¨le Bernard","Le bar du grand dÃ©sir",-12.838,83.116,4,2,0,232.38485,NA,2002,1995
"4768","TRAIATD128F9331CD6","Usher","I'll Show You Love",-7.275,90.199,4,1,0,283.89832,0.419125893,1994,1985
"4769","TRAIAUB12903CDFB3D","Bob Marley","Small Axe",-9.715,101.121,1,11,1,224.96608,NA,1999,1995
"4774","TRAIBMN128E0780C96","Placebo","Evalia",-10.942,78.245,4,6,1,260.75383,0.697348812,2003,1995
"4776","TRAIBXJ128F4260700","A Tribe Called Quest","Scenario",-10.086,102.829,4,2,1,251.14077,0.704098839,1991,1985
"4777","TRAIBXQ128F425E6A5","Kings Of Leon","My Party (Kenna Remix)",-6.205,127.006,4,11,0,225.27955,0.565666582,2007,2005
"4780","TRAICBC128F932D9F6","Cobra Killer","Kick Jump - Part Jump",-10.672,86.96,3,3,0,112.19546,0.340922756,1998,1995
"4784","TRAICGE128F930DFDE","Tel Basta","I'm Poured Out Like Water",-12.383,120.349,3,9,0,220.36853,NA,1996,1995
"4785","TRAICHS128E0785545","Van Halen","Dirty Movies"" (Album Version)",-6.635,184.012,4,1,1,248.00608,0.589015659,1981,1975
"4786","TRAICIL128F42598E2","Teenage Fanclub","The Sun Shines From You",-5.013,127.811,4,8,1,204.77342,0.672072976,2000,1995
"4788","TRAICJQ12903CF2681","Dark Fortress","Ghastly Indoctrination",-7.57,115.37,4,1,1,459.33669,0.709909937,2006,2005
"4789","TRAICKK128F421847C","Eddie Turner","Rise",-6.398,91.084,4,2,0,306.78159,0.531722098,2005,2005
"4790","TRAICNK128F428E555","Los Chichos","Vuelve Junto A Mi",-8.707,152.857,4,5,0,242.80771,NA,1979,1975
"4797","TRAIDGE128F4260E9F","Jeff Beck Group","Ice Cream Cakes",-13.637,98.087,5,2,1,340.34893,0.347592851,1972,1965
"4801","TRAIDPY128F425E9D0","Sugar Minott","Informer",-5.627,154.585,4,11,1,226.40281,0.372530039,2008,2005
"4804","TRAIDUU128F145B15D","Suzi Quatro","Mama's Boy",-11.314,168.165,1,4,1,217.46893,0.637783286,1979,1975
"4808","TRAIELD128F92DC682","Kings Of Leon","Genius",-6.538,125.875,1,7,1,168.82893,0.910225075,2003,1995
"4814","TRAIEWD128F42A0039","Flamin' Groovies","Evil Hearted Ada",-5.24,235.405,4,4,1,199.96689,0.661651391,1971,1965
"4815","TRAIEXH128F9353678","Eddie Cantor","That's The Kind Of Baby For Me",-24.705,122.887,3,5,1,145.31873,0.212045405,2000,1995
"4823","TRAIFSJ128F92FE22F","The Brooklyn Tabernacle Choir","Everything I Desire",-11.907,162.987,4,8,1,226.66404,0,1995,1995
"4824","TRAIFSM128F42722F1","Everyday Sunday","Wake Up! Wake Up! (Wake Up! Wake Up! Album Version)",-4.017,151.844,4,1,1,168.95955,0.601402939,2007,2005
"4826","TRAIFZX128F92F193C","Buckwheat Zydeco","Hot Tamale Baby",-7.822,124.577,4,6,1,246.49098,0.496175336,1987,1985
"4834","TRAIGSC128F933BBD7","Les Ogres De Barback","Printemps",-8.789,148.633,1,10,1,189.3873,0.437036204,1999,1995
"4835","TRAIGTF12903CE60BD","Memphis Jug Band","Ambulance Man",-15.963,97.754,1,10,1,161.54077,NA,2001,1995
"4841","TRAIGZU128F4236EB6","Lyrics Born","Over You (feat Joyo Velarde_ prod DJ Shadow)",-4.316,174.293,3,11,0,256.13016,0.425124658,2005,2005
"4843","TRAIHFF128EF351817","Michael Jackson","Just A Little Bit Of You",-7.98,110.28,4,1,1,192.57424,NA,1975,1975
"4847","TRAIHPX128F428081B","Incubus","Just A Phase",-8.744,107.922,4,9,1,353.77587,0.70969929,2001,1995
"4848","TRAIHSY128F1484AB6","Irma Thomas","I'm Gonna Cry Til' My Tears Run Dry",-10.22,183.882,3,5,0,146.88608,0.405115722,2004,1995
"4850","TRAIHWC128F9331CF0","Sizzla","Love & Devotion",-6.382,131.868,5,5,0,197.48526,0,2003,1995
"4856","TRAIIEV128F934712A","Radio Moscow","Broke Down",-6.83,163.087,4,0,1,255.89506,0.721199658,2009,2005
"4859","TRAIIJJ12903CC0B1B","The Roches","Mr. Sellack (Album Version)",-19.514,131.84,4,2,1,243.51302,0,1979,1975
"4862","TRAIIPY128F426B797","Tina Ann","Too Late (Orange Factory Extended Mix)",-3.139,135.037,4,9,0,395.62404,0,2003,1995
"4867","TRAIIUE128E07826EC","William Orbit","Harry Flowers",-20.607,146.389,5,0,1,270.94159,NA,1993,1985
"4868","TRAIIVU128F14AD113","Ron Goodwin","The Lull Before The Storm",-16.333,71.228,1,10,1,99.97016,0.212045405,1999,1995
"4870","TRAIIXC128F92EA806","Stille Volk","Orgasme Tellurique",-12.685,149.971,4,5,1,276.37506,0.450762242,2003,1995
"4872","TRAIJER128F9332661","Doug MacLeod","The Sun Shine Down My Way",-10.516,85.56,3,2,1,337.42322,0.248166624,2004,1995
"4875","TRAIJLI128F92FC94A","Stevie Ray Vaughan And Double Trouble","Mary Had A Little Lamb",-14.373,122.546,4,8,1,166.73914,NA,1988,1985
"4876","TRAIJMG12903D08168","L7","This Ain't Pleasure",-9.429,85.82,3,2,0,163.13424,0.60146314,1992,1985
"4878","TRAIJQV128F421B159","Bill Perry","Man  On The Side",-6.623,107.083,4,9,0,217.88689,0,2004,1995
"4884","TRAIKAW128E0785000","Moments In Grace","Broken Promises (album version)",-6.214,145.147,4,10,1,195.91791,0.405115722,2004,1995
"4885","TRAIKBB128F428AD73","Connie Smith","I'll Come Running",-9.089,124.916,4,4,0,125.67465,0.427446571,2001,1995
"4886","TRAIKBM128F429160A","Uphill Battle","Thresh Hold",-1.545,108.252,7,7,1,166.37342,0.260338243,2004,1995
"4890","TRAIKSH128E07816DF","Nick Cave & The Bad Seeds","Stagger Lee",-9.29,153.768,4,7,1,315.08853,0.47643522,1996,1995
"4891","TRAIKVZ12903CBF0F3","Dave And Ansel Collins","Two Four One",-14.3,117.157,4,2,1,151.84934,0.262308997,1971,1965
"4892","TRAILFA128EF349FE5","Nine Inch Nails","Survivalism",-6.787,86.624,3,9,0,256.83546,NA,2007,2005
"4894","TRAILKS128F14A3AC9","K-OS","AquaCityBoy",-5.095,78.971,4,10,0,161.51465,0.543788273,2006,2005
"4895","TRAILLW128F4278C90","Pascal Obispo","Chlore",-13.691,139.98,4,5,0,231.00036,0,1994,1985
"4900","TRAILTN128F42796DB","Mau Mau","Neir",-7.921,162.134,4,1,1,255.55546,NA,1992,1985
"4903","TRAIMFD128F92ED3CD","The Black Crowes","Sting Me",-7.349,97.672,4,0,1,348.89098,NA,1992,1985
"4904","TRAIMGT128F935F8F2","Dee Clark","You're Looking Good",-12.632,111.422,4,7,1,133.3024,NA,2000,1995
"4905","TRAIMHP128F425118C","Cocoa Tea","Cooling Out",-11.368,99.894,3,0,1,241.29261,0,1992,1985
"4911","TRAIMTD128F92E198E","The Almost","Little Drummer Boy",-7.387,163.975,4,7,1,187.11465,0.569505199,2008,2005
"4918","TRAINIF128F426416B","Backstreet Boys","The Call",-2.801,103.997,4,10,0,236.2771,NA,2000,1995
"4922","TRAIOBB128F146A944","Julien Clerc","L'horizon ChimÃ©rique",-8.648,128.549,4,6,1,264.93342,NA,2000,1995
"4925","TRAIOKS12903CFEE8D","Helen Love","First Boyfriend",-6.674,195.026,5,8,1,156.21179,0.212045405,2007,2005
"4928","TRAIOWX128F14750E5","30 Seconds To Mars","The Mission",-4.675,190.102,4,8,1,245.02812,0.793613668,2002,1995
"4929","TRAIPAB128F42626AE","Suicidal Tendencies","Two-Sided Politics",-7.499,235.337,1,7,1,61.83138,NA,1987,1985
"4930","TRAIPAC128F9320FAA","Grace Gale","La Matanza",-6.533,155.173,4,0,0,247.71873,0.265861049,2008,2005
"4935","TRAIPQN128F933A3AA","Sui Generis","Cuando Ya Me Empiece A Quedar Solo",-16.111,107.592,4,7,0,335.33342,NA,1973,1965
"4936","TRAIPST128F9302AE9","Eminem","Beautiful",-7.038,131.955,4,5,0,397.60934,NA,2009,2005
"4938","TRAIPWD128F4247FEF","Stew","L.A. Arteest CafÃ©",-14.023,117.367,4,4,0,299.07546,0,2003,1995
"4940","TRAIPZU128F42418F0","Twista","Had To Call (featuring Snoop Dogg & Sleepy Eyed Jones)  (Explicit Chopped & Screwed Version)",-6.945,114.752,4,0,1,259.36934,NA,2005,2005
"4941","TRAIPZY128E0787299","Geddy Lee","Runaway Train (LP Version)",-5.956,119.953,3,0,1,271.46404,0.661445223,2000,1995
"4942","TRAIQAH128F93402D2","Planetakis","Letters to Norway",-2.019,137.936,4,0,1,234.73587,NA,2007,2005
"4944","TRAIQDI128F92E8E1F","Seal","Still Love Remains (Album Version)",-11.918,153.731,4,5,0,354.76853,0.507531546,1998,1995
"4947","TRAIQKO128F92E5970","Simply Red","Maybe Someday...",-9.38,83.73,4,0,0,258.08934,0.561428518,1987,1985
"4948","TRAIQLE128F93167E7","Juana Molina","j Uh!",-19.775,46.867,1,2,1,213.26322,0.62658598,2004,1995
"4951","TRAIQNE128F423851B","Ayo","Life Is Real",-9.158,122.91,4,0,1,534.62159,NA,2006,2005
"4954","TRAIQUG128F92F946E","Byzantine","Absolute Horizon",-5.663,198.016,4,0,1,300.01587,0.518759898,2008,2005
"4955","TRAIQUW128F4221467","Halfway to Gone","Turnpike",-5.544,122.624,4,6,0,255.42485,0.541966019,2004,1995
"4956","TRAIQVJ128F93235B3","Robben Ford","Spoonful",-6.626,126.42,4,2,1,367.98649,0.375984302,2009,2005
"4960","TRAIRHS128F4287576","Sleepy John Estes","Need More Blues",-15.163,130.889,4,2,1,197.0673,NA,1993,1985
"4961","TRAIRIK128F92F0212","Beherit","Werewolf_ Semen And Blood",-13.213,141.621,4,8,1,185.05098,0.549342332,1993,1985
"4963","TRAIRNE128F146B1FA","Nick Colionne","If You Ask Me",-7.114,102.04,4,8,0,215.14404,0.621195684,2006,2005
"4964","TRAIRNT128EF33FF36","SNAP!","Beauty Queen (12"" Spoon Club Mix)",-9.317,130.286,4,11,0,404.37506,NA,2005,2005
"4965","TRAIRRA128F42788ED","Elliot Goldenthal","Pickled Heads",-13.959,140.629,4,0,1,305.50159,0.266955186,2000,1995
"4967","TRAIRSH128F92E4B18","Marco Beltrami","Revelations",-28.231,121.28,4,8,1,209.08363,0.334706549,2009,2005
"4970","TRAISAT128F42BADC2","Joe Satriani","Just Like Lightnin'",-5.943,197.443,4,0,1,300.82567,0.593795114,2006,2005
"4971","TRAISDO128F9316BD2","Michael Stanley Band","Lost In The Funhouse Again",-12.253,140.654,1,2,1,220.05506,0.250638101,1975,1975
"4976","TRAISVG128F42706A4","Ray Pillow","We're Together Again",-13.404,98.015,4,9,1,129.12281,0.212045405,1998,1995
"4978","TRAISYO128E07888A6","Mariah Carey","Mine Again",-9.635,131.761,4,3,1,241.65832,NA,2005,2005
"4979","TRAISYU128F427F486","Frankie J","Gone",-6.728,117.844,4,4,0,273.00526,0.522733261,2005,2005
"4981","TRAITDY128F149431C","Vangelis","Procession",-17.629,119.712,4,4,0,573.67465,0.588922168,1990,1985
"4982","TRAITGE128F92FAB2B","Babylon Disco","Multiplayer",-16.156,89.992,4,1,1,181.39383,0.26376759,2007,2005
"4983","TRAITHF128F423FDFE","Maria Bamford","Vennette",-10.377,114.597,7,2,0,127.16363,0.480934213,2003,1995
"4984","TRAITHR128F42B7E26","Rubyhorse","The  First Of The Year",-13.556,125.898,3,0,1,228.20526,0.265861049,2002,1995
"4986","TRAITKZ128F4266CD1","Flora Purim","Airto's Jazz Dance",-14.181,137.823,5,8,1,246.67383,0.334706549,2001,1995
"4987","TRAITOL128F148528B","THE CHIFFONS","When Summer's Through",-9.059,113.431,4,4,1,156.36853,0.266955186,1963,1965
"4990","TRAITXM128F428E1F0","Elizabeth Cotten","Freight Train",-16.678,99.959,4,2,1,295.60118,NA,1958,1965
"4995","TRAIUPS128F92F2825","Ensiferum","Into Battle",-5.827,105.05,1,11,0,352.49587,0.682204662,2004,1995
"4996","TRAIUSY12903CF0C92","Eluveitie","(Do)Minion",-4.367,110.018,4,11,0,307.69587,0.662986161,2010,2005
"4997","TRAIUTE128F92F96F3","Dark Party","Active",-3.542,175.948,4,1,0,261.58975,0.731473357,2008,2005
"5003","TRAIUYZ128F425BD2F","MÃºm","Nightly Cares",-15.775,95.576,4,1,0,249.05098,0.774004274,2004,1995
"5008","TRAIVLC12903CF3A0C","Steel Pulse","Ku Klux Klan",-6.092,153.052,4,6,1,231.49669,NA,1978,1975
"5009","TRAIVMM128F4266056","Keb'Mo'","Anybody Seen My Girl",-15.608,79.151,4,7,1,176.5873,0.662493161,1994,1985
"5010","TRAIVMM12903CFAD62","Bob Marley","Lively Up Yourself",-7.236,127.765,4,2,1,173.24363,NA,1991,1985
"5012","TRAIVNL128F422CFE2","Buzzcocks","Get On Our Own",-11.058,181.421,4,9,1,144.77016,NA,1978,1975
"5014","TRAIVRW128F930F6DD","Rickie Lee Jones","Just My Baby",-9.785,147.736,3,10,1,314.72281,NA,1989,1985
"5016","TRAIVWA128F93506E8","Sofia Karlsson","I denna ljuva sommartid",-14.863,101.897,5,0,1,340.21832,NA,2002,1995
"5017","TRAIVZI128F42642DE","Backstreet Boys","Shape Of My Heart",-5.47,86.693,3,11,0,173.5571,NA,2000,1995
"5020","TRAIWKK128F92FA8A9","Rodney O_ Joe Cooley","Let's Have Some Fun",-11.255,99.612,4,6,1,222.24934,0.408110884,1995,1995
"5021","TRAIWLU128F427DAB8","Jerry Goldsmith","The Keys",-28.19,130.908,4,5,0,110.70649,NA,1997,1995
"5022","TRAIWMU128E0783D7D","Alexis HK","Juste Une Fois",-15.615,96.082,5,4,1,98.66404,0.480934213,2004,1995
"5024","TRAIWNA128F145E2CD","Robert Palmer","Love Can Run Faster",-17.664,119.389,4,11,0,247.95383,0.445454525,1978,1975
"5025","TRAIWNK128F429245D","Sigmatropic","The Blue Side of The Sun",-8.511,128.006,4,1,1,263.57506,0.253834736,2007,2005
"5026","TRAIWQJ128F4287A6F","Neon Blonde","New Detroit",-5.059,139.562,1,7,1,170.70975,0.523175055,2005,2005
"5027","TRAIWSR128F42222BC","Soul Ballet","da da Diamonds",-6.769,106.01,4,9,0,224.86159,0.511424326,2007,2005
"5028","TRAIWXX128F1461FE9","Milk Inc.","Livin' A Lie (Video Mix)",-6.62,141.008,4,7,0,204.25098,0.513517029,2001,1995
"5029","TRAIWZZ128F9306AFF","Korn","Proud",-4.347,80.375,3,2,1,197.53751,NA,1996,1995
"5031","TRAIXFB128F423C5A8","Joy Division","Passover",-9.663,135.066,4,10,1,128.67873,NA,1980,1975
"5035","TRAIXQL128F1467D66","Devo","Soo Bawlz",-11.714,155.26,4,9,1,141.08689,0.509640966,1979,1975
"5036","TRAIXTR128F9352D40","Sofia Karlsson","BlÃ¥sut",-10.062,205.16,1,6,1,165.69424,0.372530039,2009,2005
"5041","TRAIYDL128E0791583","Rihanna","Music Of The Sun",-8.298,85.976,4,0,1,235.98975,0.668601101,2005,2005
"5042","TRAIYFL128F427D658","Tin Hat Trio","Width Of The World",-12.957,144.012,3,7,1,407.06567,NA,2000,1995
"5045","TRAIYWQ128F426BC5C","Angelo Badalamenti","Dinner Party Pool Music",-23.476,90.336,7,1,0,86.56934,0.674833876,2001,1995
"5048","TRAIYZW128F9330F7D","Kanye West","Street Lights",-9.644,125.593,3,1,1,189.962,0.814517241,2008,2005
"5052","TRAIZIR128F934B3A4","Dave Brockie Experience","Slips Of Paper",-6.293,138.156,1,1,1,126.4322,0.323112121,2003,1995
"5054","TRAIZLC12903CE6A57","Debbie Davies","Backseat Driver",-5.981,125.05,4,9,1,243.30404,0.253834736,1998,1995
"5055","TRAIZQI128F42A51F9","Matisyahu","Refuge",-8.702,72.884,4,4,0,242.15465,NA,2004,1995
"5059","TRAIZWI128F4247EFD","Ashton Shepherd","Old Memory",-6.857,45.508,4,3,1,260.51873,0.525497119,2008,2005
"5370","TRAJABU128F4239037","I Wayne","Grow Proper",-5.587,67.606,5,6,1,244.32281,0.464923994,2005,2005
"5372","TRAJAGW128EF3664E1","Jazzy B","Soorma",-7.172,156.066,4,4,1,411.68934,0.270775999,2005,2005
"5373","TRAJAHW128F429691D","Les Ogres De Barback","Flamme & co",-10.899,131.509,4,2,0,404.45342,0.212045405,2004,1995
"5375","TRAJARM128F426379B","Janitor Joe","Boyfriend",-12.114,160.979,4,7,1,169.22077,0.392008771,1993,1985
"5376","TRAJASJ128F1492899","Young-Holt Unlimited","We've Only Just Begun (LP Version)",-10.095,156.298,4,2,1,266.05669,0,1971,1965
"5377","TRAJATA128F4266FC5","Charlie Peacock","Night Won't Last Forever_ The (Kingdom Come Album Version)",-9.64,153.968,4,0,0,355.34322,NA,1999,1995
"5380","TRAJAXB128F92C65CD","Rokia TraorÃ©","Koronoko",-9.784,109.804,4,7,1,273.08363,0.66352541,2008,2005
"5382","TRAJAZP128F4290FF9","Mastodon","Megalodon",-7.628,145.997,1,2,1,262.89587,0.693996934,2004,1995
"5383","TRAJAZS12903CE7594","Joe Rogan","Telepathy/Ted Haggard Got Cured of the Gay",-5.475,134.112,3,1,1,179.51302,0.355285536,2010,2005
"5384","TRAJAZY12903CDD671","Brenda Boykin","Be My Lover",-10.235,86.684,5,1,1,263.73179,NA,2008,2005
"5385","TRAJBGL128F145C7A8","Tom Cochrane","Washed Away",-11.415,88.072,4,5,1,320.44363,0.531722098,1992,1985
"5387","TRAJBJG128F14A1EA1","Red Hot Chili Peppers","American Ghost Dance (2003 Digital Remastered)",-4.818,111.541,4,0,0,231.23546,NA,1985,1985
"5388","TRAJBLX128F4253677","James Newton Howard","Voices",-28.506,88.662,3,2,1,95.50322,0.323112121,1997,1995
"5389","TRAJBOD128F9303DCD","Faith Yang","Song 2",-6.223,136.984,4,10,0,134.97424,0.212045405,2009,2005
"5391","TRAJBRT128F9303318","Toots Thielemans","Sophisticated Lady",-16.252,68.326,1,5,0,302.62812,NA,1955,1965
"5393","TRAJBSL128F428A021","Jim Reeves","I Guess I'm Crazy",-12.653,91.318,4,4,1,145.13587,NA,1990,1985
"5399","TRAJCBF128F931B8BF","Gov't Mule","Broke Down On The Brazos (Album)",-5.856,196.141,4,5,0,378.95791,0.776573883,2009,2005
"5403","TRAJCJT128F4269E0C","Major Lance","Come See",-9.379,119.712,1,6,1,141.42649,0.460484845,1963,1965
"5404","TRAJCLY128F930F893","Bad Azz","Ghetto",-7.532,121.871,4,1,1,255.84281,0.591754161,2003,1995
"5406","TRAJCVA128F426C51D","Defect & Quixotic","WristStraining Order",-5.136,102.008,4,9,0,267.75465,0.435954145,2008,2005
"5410","TRAJDAK128F932DAA0","She Satellites","No-Satellites",-7.798,185.76,3,8,1,149.36771,NA,1999,1995
"5413","TRAJDGB128F42882AC","OutKast","Call Of Da Wild",-6.788,177.662,4,8,0,366.39302,0.757471387,1994,1985
"5414","TRAJDHN128F92C2EEF","Michael Jackson","Dirty Diana",-4.843,131.319,4,5,1,281.73016,NA,1987,1985
"5417","TRAJDTK128F429FFDF","Jim Reeves","I'd Like To Be",-12.744,151.73,3,11,1,121.73016,NA,1994,1985
"5419","TRAJEBQ128F146E00E","Tsar","Conqueror Worm",-2.588,150.23,4,9,1,220.42077,0.358976526,2005,2005
"5420","TRAJEDV128F93218B9","Martin Sexton","White Christmas",-12.031,90.099,3,3,1,144.19546,0.239629098,2005,2005
"5421","TRAJEEW128F4280555","Elliot Goldenthal","Arrows Of The Gods",-12.671,177.465,4,0,1,91.74159,0.355285536,2000,1995
"5427","TRAJEUV12903D15D6D","Luke Vibert","Mate Tron",-9.801,125.008,4,0,1,420.15302,0.400039657,2007,2005
"5429","TRAJEYM12903CDEF6A","Spiral Stairs","Ladies And Gentlemen",-22.71,100.088,5,3,1,65.51465,0.265861049,2009,2005
"5430","TRAJEZT128E0795DF3","Rea_ Chris","E",-13.018,131.948,4,9,0,366.28853,0.467574948,1999,1995
"5431","TRAJFCB128F427FE87","Scar Symmetry","Deviate From The Form",-4.136,120.022,4,3,0,326.60853,NA,2006,2005
"5432","TRAJFCC12903CC55AD","Tito Puente","Mambo Tipico",-10.702,146.24,1,7,1,180.00934,0.215080319,1993,1985
"5433","TRAJFDU128F426A5F4","Silverchair","The Door",-5.382,91.922,4,7,1,213.13261,0.738814996,1997,1995
"5435","TRAJFFF128F429874A","Lifehouse","Better Luck Next Time",-4.176,164.002,4,1,0,215.82322,0.661576692,2005,2005
"5436","TRAJFHV128F4274FC0","Carlos Ponce","Todo Lo Que Soy",-6.804,98.501,4,5,1,223.60771,NA,1999,1995
"5438","TRAJFQF128F92E354E","Tyrone Wells","Baby Don't You Change",-7.825,151.699,4,1,0,252.65587,0.722844728,2005,2005
"5439","TRAJFRJ128F9328FF1","B.B. King","Early In The Morning",-4.651,151.284,4,2,1,237.66159,NA,2002,1995
"5442","TRAJFYK128F42579B0","Scar Symmetry","The Three-Dimensional Shadow",-3.492,110.107,4,1,1,237.84444,0.71010151,2008,2005
"5443","TRAJGCA128F9306CFF","Concretes","Souvenirs",-11.112,89.676,4,2,1,204.85179,0.48306456,2007,2005
"5444","TRAJGCF128F1499E61","Izzy Stradlin And The Ju Ju Hounds","Train Tracks",-10.097,150.404,4,7,1,267.65016,0.537503904,1992,1985
"5451","TRAJGMN128F148C8BD","Bert Kaempfert","Don't Go",-20.282,118.971,4,5,0,184.31955,0,1996,1995
"5455","TRAJHCO128F42570C1","Beenie Man Featuring Janet Jackson","Feel It Boy (Deep Dish Danchall Remix) (Feat. Janet Jackson)",-4.475,102.828,4,1,1,215.90159,NA,2002,1995
"5456","TRAJHCS128F93192B5","Georges Brassens","AuprÃ¨s De Mon Arbre",-11.242,126.31,5,1,0,184.76363,NA,1956,1965
"5457","TRAJHDR128F92FA863","Morgion","Basking Under a Blacksun Dawning",-7.422,112.063,3,10,1,341.68118,0.499861286,1997,1995
"5461","TRAJHHE128F146815C","Freddie King","Hide Away",-6.615,134.741,4,9,1,286.82404,NA,1960,1965
"5462","TRAJHHJ128F4279625","Danny Wilson","Never Gonna Be The Same",-11.053,91.256,1,11,1,167.13098,NA,1989,1985
"5470","TRAJIBJ128F930D55B","Perrey And Kingsley","The Minuet Of The Robots",-11.382,125.767,1,7,1,137.19465,0.424090811,1968,1965
"5473","TRAJIIR128F149AE01","Mau Mau","Paseo ColÃ_n",-7.613,182.198,4,10,0,285.1522,0,2004,1995
"5475","TRAJIUK128F42668E6","Firehouse","Rock On The Radio",-10.181,169.866,3,1,0,285.3873,0.55823696,1990,1985
"5476","TRAJJBG128F148A7CA","The Panic Channel","Awake",-3.229,147.975,4,9,1,227.99628,0.531722098,2006,2005
"5477","TRAJJCI12903CE53D7","Chris Standring","Fat Tuesday",-9.339,111.039,4,0,1,256.49587,0.642091038,2003,1995
"5480","TRAJJMN128F9321946","The Galactic Heroes","Cherokee",-10.33,187.323,1,9,1,120.86812,0.288481643,2000,1995
"5481","TRAJJNB128F42A0A4F","FU-Schnickens","Heavenly Father",-9.716,102.739,4,11,0,276.94975,0.606807293,1992,1985
"5486","TRAJKIG128F92D9132","Ana Popovic","U Complete Me (Blues Version - Bonus Track)",-7.737,156.948,3,7,0,322.66404,0.407901717,2007,2005
"5489","TRAJKNA128F423EA49","Gertrudis","La Nit De Reis",-6.433,111.953,4,5,1,215.562,NA,2003,1995
"5492","TRAJKTV128F1453E3C","Juelz Santana / Bezel","Violence",-3.858,104.99,3,10,0,254.51057,0.47643522,2005,2005
"5495","TRAJKXS128F42340B5","The Cure","Cut Here",-8.19,135.038,4,2,1,250.85342,NA,2001,1995
"5497","TRAJLEC128F93385A1","Jean-Jacques Goldman","La Vie Par Procuration",-11.326,119.035,4,9,0,236.09424,NA,1985,1985
"5498","TRAJLET128F42184C5","Eddie Turner","Secret",-6.41,93.99,4,0,1,254.9024,0,2005,2005
"5499","TRAJLGV128F4232684","Joshua Rifkin","Fig Leaf Rag  (LP Version)",-25.038,128.251,1,10,1,282.09587,NA,1994,1985
"5501","TRAJLJY12903CAF344","Paul Glazby","Beautiful",-8.71,149.864,4,9,1,541.51791,0,2001,1995
"5504","TRAJLOR128F428CCC9","Patti Smith","Wing",-12.359,146.454,3,2,1,293.53751,0.736736986,1996,1995
"5508","TRAJLYW128F9313A2F","C.C. Adcock","Loaded Gun",-7.661,116.009,4,7,0,168.33261,0.492394196,2004,1995
"5509","TRAJMDE128F14898B2","John Mayall & The Bluesbreakers","Blues City Shake Down",-5.063,133.072,1,4,1,142.15791,NA,2010,2005
"5510","TRAJMEL128F4262B4A","The Fabulous Thunderbirds","Why Get Up",-9.406,125.676,1,10,1,229.8771,0.509640966,1986,1985
"5511","TRAJMQE128F9322DDD","2 Minutos","Vos No Confiaste",-5.15,105.498,4,7,1,179.09506,NA,1994,1985
"5513","TRAJMZL12903CA4807","Luke Bryan","What Country Is",-4.43,147.904,4,7,0,192.44363,0.682344754,2009,2005
"5518","TRAJNIL12903D15541","Dead Kennedys","Kill the Poor",-10.133,108.977,1,2,1,184.94649,NA,1980,1975
"5519","TRAJNTJ12903CDB09A","R.L. Burnside","Over The Hill",-9.584,95.56,4,11,1,257.35791,0.386477291,1997,1995
"5521","TRAJNWY128E078907F","Cut Copy","Future",-8.775,119.562,4,11,0,312.08444,0.859349894,2004,1995
